Carimbo de data/hora,Nome do pesquisador,Local da pesquisa,Qual a sua idade?,Qual o gênero com o qual você se identifica?,Você se autodeclara em relação a raça/cor?,Em qual bairro você mora? Caso não esteja listado responder na próxima pergunta.,Bairro (Outro):,Qual sua atividade principal,Você possui alguma atividade secundária?,Existe um local seguro para guardar bicicleta no meu local de estudo,Por qual motivo você não usa bicicleta para ir para escola/faculdade/curso?,"Você utiliza bicicleta nos seus deslocamentos, mesmo que de forma secundária ou poucas vezes no mês?",Com que frequência você pedala,Você tem medo de acidentes quando pedala em Fortaleza?,O que precisa melhorar para que você pedale de forma mais confortável e segura em Fortaleza? (pode marcar várias),Seus destinos de trabalho/estudo/lazer ou outros são próximos de você? (Até 15min),Porque você escolhe andar de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_ciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_ciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_ciclista,Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_ciclista,Porque você não anda mais de bicicleta? (Pode marcar várias),Você concorda com as seguintes afirmações? [Existem ciclovias ou ciclofaixas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Existem ruas calmas no meu bairro que são confortáveis de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há uma alta taxa de criminalidade no meu bairro que me impede/prejudica a andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Há muito trânsito ou congestionamento no meu caminho para trabalho/estudo/outros que me impediria de andar de bicicleta]_nciclista,Você concorda com as seguintes afirmações? [As ruas no meu caminho diário são mal conservadas]_nciclista,Você concorda com as seguintes afirmações? [Meus colegas de trabalho/estudo utilizam bicicleta]_nciclista,Você concorda com as seguintes afirmações? [Possuo bicicleta em casa],Você concorda com as seguintes afirmações? [Tenho acesso a bicicleta de outra pessoa ou de bicicletas públicas],Você concorda com as seguintes afirmações? [Meus destinos de trabalho/estudo/outros são proximos da minha casa (15min)],Você concorda com as seguintes afirmações? [Tenho medo de sofrer um acidente de trânsito],Você concorda com as seguintes afirmações? [Quando criança aprendi ou fui incentivado a andar de bicleta]_nciclista,Qual meio de transporte você mais utiliza no dia a dia para suas atividades diárias? (Modo principal),"Você utiliza algum outro meio de transporte secundário? (se não, deixar em branco)",Você gostaria de mudar seu meio de transporte principal? Para qual modo?,Utilizo mais de um ônibus para realizar minha atividade principal trabalho/estudo/outros.,Um dos ônibus que eu pego nas minhas viagens diárias faz uma viagem de curta distância (15min).,Existem locais para guardar minha bicicleta ao longo do meu caminho para minha atividade diária trabalho/estudo/outros.,O que lhe impede de usar bicicleta integrando com o ônibus (usar bicicleta e ônibus) nos seus deslocamentos diários? (Pode marcar várias),Um caminho ou trecho totalmente separado da rua e dos veículos,"Uma rua residencial tranquila, sem ciclofaixa","Uma rua residencial tranquila, com ciclofaixa","Uma rua comercial de bairro, sem ciclofaixa ou ciclovia","Uma rua comercial de bairro, com ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, sem ciclofaixa ou ciclovia","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclofaixa","Uma importante rua da cidade com  2 faixas de tráfego por sentido e velocidades altas, com ciclovia","Uma rodovia, com 4 faixas por sentido e velocidades altas, sem ciclofaixa ou ciclovia.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclofaixa.","Uma rodovia, com 4 faixas por sentido e velocidades altas, com ciclovia.",Você gostaria de pedalar mais do que atualmente?,Você pedalou nos últimos 30 dias?,"Qual é a renda total do seu domicílio? Ou seja, a soma dos rendimentos de todos que moram na sua casa.",Você aprendeu ou foi estimulado a aprender a andar de bicicleta na infância?,SR,Tipo de ciclistas,Ciclista,no_sense
2024-03-05T12:14:36.654Z,,Centro da Messejana,< Menor de 18 anos,Feminino,Branco (a),Messejana,,Estudo/Faculdade/Educação,,Sim,,Utilizo sempre,Uma vez por semana,"3 - Nem seguro, nem inseguro",Segurança pública (em relação a assaltos),Sim,Não tenho outra opção,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,,,,,,,,,,,,,,Carona de carro,Ônibus Municipal ou Vans,Carro,,,,,5 - Muito confortável,3,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,4 - Concordo,Sim,Entre 3 e 4 salários mínimos,Sim,SR 6,Entusiasmado e confiante,Ciclista,FALSE
2024-03-05T12:14:48.742Z,,Centro da Messejana,36-40,Masculino,Branco (a),Outro,Santa filomena,Trabalho intermitente,,,,Utilizo sempre,5 ou mais vezes por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Distância em relação aos carros, motos e outros meios, Os carros e outros meios de transporte trafegassem/andassem mais devagar, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Não,"Não tenho outra opção, É mais rápido, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo totalmente,Concordo,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,,Bicicleta,Ônibus Municipal ou Vans,Motocicleta,,,,,5 - Muito confortável,3,1 - Muito desconfortável,1 - Muito desconfortável,3,1 - Muito desconfortável,3,5 - Muito confortável,1 - Muito desconfortável,2,5 - Muito confortável,4 - Concordo,Sim,Menor que 1 salário mínimo,Sim,,"Interessado, mas preocupado",Ciclista,FALSE
2024-03-05T12:15:12.168Z,,Centro da Messejana,18 - 25,Masculino,Branco (a),Barroso,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,Não tenho bicicleta,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,,Metrô ou VLT,Uber moto,Bicicleta,Não,Discordo,Sim,Não tenho bicicleta,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Sim,Entre 1 e 2 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,TRUE
2024-03-05T12:17:47.038Z,,Centro da Messejana,41-45,Feminino,Preto (a),Barroso,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,"Não tenho bicicleta, Não sei andar de bicicleta",Discordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Discordo,Concordo,,Uber moto,Ônibus Municipal ou Vans,Não gostaria,,,,,5 - Muito confortável,1 - Muito desconfortável,1 - Muito desconfortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,3 - Não sei dizer,Não,Entre 3 e 4 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,TRUE
2024-03-05T12:18:12.711Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Paupina,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Concordo,"Não tenho bicicleta, Tenho medo de ser assaltado, Não há ciclovias ou ciclofaixas no meu caminho",Discordo totalmente,Concordo,Discordo,Concordo parcialmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,,Dirigindo carro,A pé,Bicicleta,,,,,5 - Muito confortável,2,4,1 - Muito desconfortável,4,2,4,5 - Muito confortável,1 - Muito desconfortável,4,4,5 - Concordo fortemente,Não,Entre 1 e 2 salários mínimos,,SR 6,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T12:18:17.579Z,,Centro da Messejana,26-30,Feminino,Branco (a),Outro,Caponga,Estudo/Faculdade/Educação,,Sim,É muito longe,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,"3 - Nem seguro, nem inseguro",,Não,"Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,,,,,,,,,,,,,,Ônibus Municipal ou Vans,Ônibus Municipal ou Vans,Não gostaria,Não,Discordo,Sim,,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,3,4,1 - Muito desconfortável,3,3,1 - Muito desconfortável,2,3,2 - Discordo,Não,Entre 1 e 2 salários mínimos,Sim,,De jeito nenhum,Ciclista,FALSE
2024-03-05T12:19:38.353Z,,Centro da Messejana,51-55,Masculino,Pardo (a),Messejana,,Trabalho fixo,,,,Utilizo pouco (+/-1 vez por mês),Mais de 2 vezes por semana,1 - Tenho muito medo,"Ciclovias e ciclofaixas mais seguras, Opções de hidratação, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios",Sim,"É mais rápido, É mais barato, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo,Concordo parcialmente,Concordo,Concordo,Concordo,Concordo,,,,,,,,,,,,,,Bicicleta,Dirigindo carro,Carro,,,,,,,,,,,,,,,,,,Prefiro não responder,Sim,SR 6,,Ciclista,TRUE
2024-03-05T12:21:30.089Z,,Centro da Messejana,26-30,Feminino,Pardo (a),Messejana,,Dono (a) de casa,,,,Não utilizo,,,,,,,,,,,,Concordo,"Não tenho bicicleta, É muito quente em Fortaleza para andar de bicicleta",Discordo totalmente,Concordo,Discordo,Discordo,Discordo,Concordo parcialmente,Discordo,Concordo,Concordo,Discordo,,A pé,Ônibus Municipal ou Vans,Carro,,,,,4,4,4,3,4,2,3,4,4,4,4,4 - Concordo,Sim,Menor que 1 salário mínimo,,SR 6,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T12:24:15.412Z,,Centro da Messejana,36-40,Masculino,Pardo (a),Ancuri,,Trabalho intermitente,,,,Utilizo raramente,,,,,,,,,,,,Concordo,,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Concordo,Discordo,Discordo totalmente,Concordo,,Ônibus Municipal ou Vans,Uber carro,Carro,Sim,,,,,,,,,,,,,,,,,Entre 1 e 2 salários mínimos,,SR 9,,Não ciclista,TRUE
2024-03-05T12:29:41.153Z,,Centro da Messejana,26-30,Feminino,Pardo (a),Messejana,,Trabalho fixo,,,,Utilizo sempre,5 ou mais vezes por semana,1 - Tenho muito medo,"Mais ciclovias e ciclofaixas, Ciclovias e ciclofaixas mais seguras, Conforto térmico (temperatura na rua), Qualidade das ciclovias e ciclofaixas, Menos buracos nas ruas, Menos obstáculos nas ciclovias e ciclofaixas (lixo, árvores, resíduos, etc.), Distância em relação aos carros, motos e outros meios, Local seguro para guardar a bicicleta, Segurança pública (em relação a assaltos)",Sim,"É mais rápido, É mais barato, Qualidade do ônibus é muito ruim, Gosto de andar de bicicleta (é prazeroso), Faço exercícios enquanto ando de bicicleta., É bom pra minha saúde mental",Discordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo totalmente,Concordo totalmente,,,,,,,,,,,,,,Bicicleta,Uber moto,Não gostaria,,,,,5 - Muito confortável,2,4,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,2,4,1 - Muito desconfortável,4,4,4 - Concordo,Sim,Entre 2 e 3 salários mínimos,Sim,SR 6,Entusiasmado e confiante,Ciclista,FALSE
2024-03-05T12:30:18.847Z,,Centro da Messejana,46-50,Masculino,Pardo (a),Barroso,,Trabalho fixo,,,,Não utilizo,,,,,,,,,,,,Discordo totalmente,Não gosto de andar de bicicleta,Discordo totalmente,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,,Ônibus Municipal ou Vans,,Motocicleta,Sim,Concordo,Sim,"Falta de estacionamento ou local para guardar a bicicleta, Não gosto de bicicleta",5 - Muito confortável,1 - Muito desconfortável,3,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 9,Entusiasmado e confiante,Não ciclista,TRUE
2024-03-05T12:33:57.315Z,,Centro da Messejana,61-70,Feminino,Pardo (a),Outro,José Walter,Aposentado (a),,,,Não utilizo,,,,,,,,,,,,Concordo,Não sei andar de bicicleta,Concordo,Discordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo parcialmente,Discordo,Concordo,Discordo,Concordo,,Ônibus Municipal ou Vans,Uber carro,Carro,Não,Não se aplica,Não sei,"Não sei andar de bicicleta, Tenho medo de sofrer um acidente andando de bicicleta",2,2,2,1 - Muito desconfortável,3,1 - Muito desconfortável,3,4,1 - Muito desconfortável,4,4,4 - Concordo,Não,Menor que 1 salário mínimo,,,"Interessado, mas preocupado",Não ciclista,TRUE
2024-03-05T12:36:00.125999Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Vila Velha,,Dono (a) de casa,,,,Não utilizo,,,,,,,,,,,,Concordo,Não sei andar de bicicleta,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Discordo,Concordo,,Ônibus Municipal ou Vans,,Não gostaria,Sim,Concordo fortemente,Não,"Distância da viagem, Não sei andar de bicicleta",5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,2 - Discordo,Não,Entre 1 e 2 salários mínimos,,SR 1,Entusiasmado e confiante,Não ciclista,FALSE
2024-03-05T12:41:38.744Z,,Centro da Messejana,46-50,Feminino,Pardo (a),Barroso,,Trabalho intermitente,,,,Utilizo pouco (+/-1 vez por mês),Pelo menos 1 vez por mês,2 - Tenho medo,,Sim,,Discordo,Concordo,Concordo,Concordo,Discordo,Concordo,,,,,,,,,,,,,,Ônibus Municipal ou Vans,Uber carro,Carro,Sim,Concordo,Não,Distância da viagem,5 - Muito confortável,5 - Muito confortável,5 - Muito confortável,2,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,1 - Muito desconfortável,5 - Muito confortável,5 - Muito confortável,4 - Concordo,Não,Entre 1 e 2 salários mínimos,Sim,SR 9,Entusiasmado e confiante,Ciclista,FALSE
